Author	POB
L. van der Essen	
Jan Gessler	Maaseik
Felix Timmermans	Lier
J. van Mollé	
Johannes Theodorus Petrus de Groot	
Johannes van Well	
Octaaf Steghers	Eeklo
E. van Leuven	
Fr. Bertrand	
Julie van der Lans-Russel	
Arthur de Vos	
Gerrit Grijns	
F. Verhelst	
F. Dewitte	Brugge
H. Coppieters	
S.L. van Berne	
Ernest Claes	Zichem
J. Jos Kempenaers	
J.F. van Olmhof	
Juul Grietens	Meerhout
Petrus Dubois	
F. van Calloo	
Theo Brakels	
Jozef de Cock	Herdersem
Jules van Nuffel	Hemiksem
J.-J. Symoens	
M. Dewickere	Poperinge
V. Voorden	
Emiel Fleerackers	Turnhout
Ivo Struyf	Zaventem
J. Mees	
Dés. de Kock	
Arthur Meulemans	Aarschot
C.W. van Berkel	
Joseph Feskens	
Frans Delbeke	Roeselare
P. Petrus M. Janssens	
O. d' Hose	
P. Bertrand	
Albin van Hoonacker	Brugge
Jozef Arras	Lier
H. Mansion	
P. Soens	
Gust. Hens	
Arthur Coussens	Tielt
René Adriaensen	
A. Verstreken	
Jozef Vercoullie	Oostende
P. Placidus Eykens	
P. Hildebrand	
Jaak van Rettipo	
F. Michielsens	
Karel van de Vijver	
J. Mansion	
Berthold Missiaen	Westkapelle
E.H.Hendrik de Vis	
Goevaart	
Leo van Riel	
Aloïs Van Loy	
Armand van Veerdeghem	Sint-Gillis
Emiel van der Straeten	Antwerpen
Jan Bernaerts	Antwerpen
H. Brutsaert	
Cyriel de Baere	Baasrode
P. Janssens	
Ivo Cornelis	
Jan Hammenecker	Mariekerke (aan-de-Schelde?)
Sam Devriendt	
George Roose-Antonissen	
P.A. van Rooy	
Léonce Reypens	Mortsel
Aug. Bruijnseels	
Camille Poupeye	Veurne
A. van den Dries	
Henri van Deursen	
Jozef Simons	Oelegem
A.J. van de Perre	Geel
Marcel Romeo Breyne	Roubaix
J. de Berraly	
D. Logeman-van der Willigen	Deventer
A. van Beirendonck	
Victor Naveau	Tienen
Radvliet	
Jos Pierreux	Halle
Ivo Engelen	
E. van Dievoet	
J. Buelens	
Lod. van Mierop	Rotterdam
A. Lhorijn-Thans	
Leo van Dorpe	
Jan Job	
Aug. Bruynseels	
Jef Crick	Aalst
C. van Malten	
L.H. Smeding	
Maria Viola	Rotterdam
Edward Vlietinck	Oostende
Jaap van Manen	
Raphael Ligtenberg	
H. Pauli	
Rob. Ree	
L. Bril	
P. Berthold	
C.J. Vierhout	
Cyriel Verschaeve	Ardooie
Koh-i-noor	
Leo Speet	Turnhout
[tijdschrift] Van Onzen Tijd	
J. Caekbeke	
Edward Vermeulen	Beselare
Edward van Bergen	Antwerpen
K. Camerman	
Albert van Driessche	Grembergen
Paul van Alderman	
Juul Filliaert	Nieuwpoort
Joost Stokers	
Gery Helderenberg	Nieuwkerken-Waas
Johan van de Natuur	
Joh. van Dinter	Den Haag
Odo Siril	
Filip de Pillecyn	Hamme
J. de Porr	
Lodewijk van Eyck	Antwerpen
Joseph Laenen	Antwerpen
Maurits van Hoeck	
Frans Verschoren	Sint Katelijne Waver
Evermar van Moere	
J.F.M. Coveliers	Turnhout
R. Foncke	Mechelen
Florentijn Jan van der Mueren	Hoogstraten
V. Willems	
zuster Maria Jozefa	Turnhout
Dirk Vansina	Antwerpen
René Gaspar	Sint Katelijne Waver
Jan Boon	Halle (bij Brussel)
Wilhelm Scherer	Oostenrijk
Remy Saen	
Joris Caeymaex	Antwerpen
Lambert Aerts	
Leo Bittremieux	Sijzele
Josette Pasquasy	Antwerpen
August Nobels	
A.R. Vincke	
M.R. Pauwels	
Hilaire Allaeys	Woesten
Amaat Vyncke	Zedelgem
E.D. van Nuffel	
Julius de Wachtere	
Jozef Goethals	
P. Kubben	
J. Coenen	Elen
Jos. de Roeck	
Constant Lindemans	Opwijk
Lynn Doyle	
Alexander Elberts	Deventer
Jan Paquay	
L. Grootaers	Tongeren
A. van Langendonck	
Eva Moltesen-Hällström	
Karel Brants	
van Huffelen	
Hubert van de Weerd	Elen
Jef Scheirs	Oudegem
Prosper Poullet	
P. Thuysbaert jr.	Lokeren
Raynerius Podevijn	
Eugène Joors	Borgerhout
Hendrik Mande	Dordrecht
Eduard Amter	Leuven
Stephanus de Clippele	Denderleeuw
I.S. Toergenjev	
Jos. de Klerk	
Maurits Coomans	
A. Geerebaert	
Edmond Rubbens	Zele
Johannes Tauler	
A.L. Corin	La Louvière
J. van Malderen	
Edw. De Schaepdrijver	
Jozef van Reusel	Aarschot
Lode Monteyne	Antwerpen
Jan Bols	Werchter
Anton Van de Velde	Antwerpen
L. Debruyn	
Frisc over de Heiden	
Karel Pauwels	
B.H. Molkenboer	
Jos Vermeulen	Moerbeke-Waas
Oscar Monstrey	Moere
Clemens van der Straeten	Hasselt
Jos Spriet	
L. Uten	Diest
Semper Jejunus	
A. Nagels	
Joseph Coppens	
Mirza Riza Viham	
L. Seurinck	
J. Rombouts	Rumst
Stephanie Claes-Vetter	Zutphen
Arthur Boon	
R.V. Mortier	Izegem
Eugenius Druwé	
Gérard Philips	
J.A. Goris	
Charles Gillès de Pélichy	Brugge
J. Heyrman	
Odilon Demarre	Beveren
Leonie Weckx	
Julius Plancquaert	Wortegem
Hilarion Thans	Maastricht
Reinier Ysabie	Gentbrugge
Odilo Jacobs	Sint-Amands
J.P. Colsen	
Vincent Cleerdin	Hertogenbosch
C.H. de Ronde	
Joris Baers	Antwerpen
Th. De Ronde	Ekeren
E.H.J. Bernaerts	
Lydia van Kerckhoven	
Juliaan De Vriendt	
Alice Nahon	Antwerpen
D.F.F.J. Mercier	
K.L.M. Schoeters	
Clemens Daenen	Aalst
E. Jaulusz.	
Stan Dietvors	
Arnold van Praag	Amsterdam
Huib Hoste	Brugge
Oskar Katann	Oostenrijk
Eugeen van Oye	Torhout
Herman Deckers	Antwerpen
Mécs Laszló	
Richard Dewachter	Kalfort
André van Praag	
Ernest Closson	
Jan Chiapusso	Gemou
A.M. Pols	Antwerpen
L. van den Eynde	
Pierre De Clercq	
L. de Smet	
Jos. de Brandt	
Robert Grosche	Düren
E.H.J. Hallez	
Huib Luns	Parijs
Constant Godelaine	
August van Boeckxsel	
J. Groot	
Edgar Lee Masters	
Victorinus Groot	
Adolf ter Haghe	
Jef Notermans	Maastricht
Alfons Ariëns	Utrecht
Albertine Steenhoff-Smulders	Rotterdam
Rita Hostie	
F.S. van Bouwdijk Bastiaanse	Bemmel
Rob. Roemans	Gent
Theo Cruysse	
H.J. de Vleeschouwer	Dendermonde
Marc de Munnynck	Gent
Arnold Sauwen	Stockhein
Sigrid Undset	
C. Ldov	
Maurits S.C.M. Molenaar	Sneek
Robert van Passen	
Jeanne de Bruyn	Ekeren
Frans de Wilde	Antwerpen
Theodoor Belpaire	
Gottfried Hasenkamp	Bremen
Gabriël Merlier	
Paul Van de Woestijne	Sint-Amandsberg
Pol Douliez	
Hildegard van Bingen	Bermersheim
Aimé de Marest	Vlissingen
C. Vervaever	
J.F.J. van Tol	Amsterdam
Pol Heyns	Herentals
G. van Mulders	
Christian Rimestad	Frederiksberg
Johan Oskar Larsen	
Valfrid Palmgren	Stockholm
Erik Jespersen	
Joh. Nordahl-Olsen	Noorwegen
Karl Madson	Denemarken
Erling Lauhn	Stavanger
Peder Gram	Kopenhagen
Selma Lagerlöf	Sunne
Karl Gustav Ossianilsson	Lund
Edvard Welle-Strand	Bergen
Theo Findahl	Tvedestrand
Pertinax	Saint-Louis-de-Montferrand
R. van Pottelbergh	
F.A. Vercammen	Udenhout
Jan Bloem	
G. van Overbeke	
Ruth Schaumann	
Giovanni Vittorio Amoretti	Imperia
A. Della Corte	Napels
Arrigo Levasti	Modena
Guido Piovene	Vicenza
Cipriano Efisio Oppo	Rome
G.A. Borgese	Polizzi Generosa
Ada Negri	Lodi
Domenico Giuliotti	Val di Pesa
Michelangelo Zimolo	
Edgard de Bruyne	Ieper
Vincenzo Cardarelli	Tarquinia
Antonio Fogazzaro	Vicenza
Sergio Corazzini	Rome
Nicola Moscardelli	Ofena
Franco de Wyels	
Louis Knuvelder	Arnhem
Eugène de Hovre	Oudenaarde
Leo Picard	
J. Rodolfo Lozada	
Amado Nervo	Tepic
Rob van Roosbroeck	Antwerpen
Karel Verbeke	
Paolo Arcari	Forneaux
H.J. Elias	Machelen
Theo Bogaerts	Sint-Niklaas
Frank van den Wijngaert	Kontich
Paul Verbruggen	Boom
Ellen Russe	Zoeterwoude
Cornelis Backer	Groningen
Georg Moenius	Adelsdorf
Günther Müller	Augsburg
Friedrich Muckermann, S.J.	
Willem Gijssels	Dendermonde
Marcel Lobet	Braine-le-Comte
R.B. Lenaerts	
F. Collin	Antwerpen
Jozef de Wilde	
William van den Aker	Antwerpen
Andries Morlion	Diksmuide
Rudolf Arnheim	Berlijn
Karel Dekeukeleire	Elsene
P. Seligmann	
Lode Geysen	
L. Patris	
René Devos	
D. Lunders	
J.G.R. van Dyck	
Theodor Absil	
Staf Weyts	Mechelen
Lanceloot	
Stephanus G. Axters	Brugge
A.G. Christiaens	Beveren-Leie
Paul Sobry	Ieper
P. Vermeiren	
Paul Lebeau	Borgerhout
Alfons Walschap	
Fernand Bekaert	
Pomp de Basschaerde	
P. Morlion	
Em. de Deyne	
Han. Jonkers	
Oskar van der Hallen	Lier
Jef de Pillecijn	
Maurits Peeters	
P.J. Weckx	
Fernand Deschamps	Châtelineau
Peter Benoit	Harelbeke
Hugo Anns	
René Goris	
Paul Franck	
Walther von der Vogelweide	
Frans Verachtert	
L. Delwaide	
Jos. Wils	
Bert Ranke	
O. Westerlinck	
Joh. Boe	
Taeke de Groot	Amsterdam
H.H.J. Maas	Oostrum
D. Zijlstra	
Frans Tobback	
V.E. van Uytvanck	Antwerpen
Jef Contryn	
Leo Galle	
Jan Bertels	
Maurits de Doncker	Gent
Desiderius Erasmus	Rotterdam
J.L. de Belder	Lier
Thilda Deckers	
Korneel Goossens	Mechelen
Jan Kestens	
W.A. de Witte	
Leo Landsman	Gistel
Irma van de Port	
R. van Cauwelaert	
Marc Staels	
Max Lamberty	Sint-Gillis
Willy Vaerewijck	Deurne
Aloïs Janssens	
Fred. Walecijn	
Paul de Ryck	Erembodegem (Terjoden)
Marcel Grypdonck	
Novalis	Wiederstedt
Ludo Poplemont	
Luc Indestege	Zonhoven
Luc van Brabant	Lokeren
Liesbeth van Thillo	Edegem
Leys Achiel	
Karel Capek	
Max Kijzer	Amsterdam
Jean-Charles Snoy et d'Oppuers	Ophain-Bois-Seigneur-Isaac
J. Keunen	Hamont
P. Verberne	
Vital Celen	Hulshout
A. Plas	
Gilbert Degroote	Wakken
Robert Storm Petersen	
Stefaan Leonard	
Marie Schous	
H. van Lennep	
Marcel Tobie	
Luc van Hoeck	
Basiel de Craene	Waarschoot
Jan Melis	Beringen
P.Em. Valvekens	
Camiel van Deyck	
Hendrik Prijs	Sint-Truiden
Gerard Michiels	
Elmar Borg	
Jan D'Haese	Aalst
H. Brugge	
Robert Guiette	Antwerpen
Jo de Meester	
Xavier Pruszynski	
Waclaw Husarski	
Tadeusz Breza	
Waclaw Sieroszewski	
Kazimierz Tetmajer-Przerwa	
Venceslas Berent	
Emil Zegadlowicz	
Tadeusz Boy-Zelenski	
Leopold Staff	
Juljusz Kaden-Bandrowski	
Zofja Nalkowska	
I.K. Illakowicz	Vilnius
Ferdynand Goetel	
Zofja Kossak-Szczucka	Kosmin
Lambert Swerts	Hasselt
Julian Tuwim	Lodz
Jan Parandowski	Lviv
Antoni Slonimski	Warschau
Jaroslaw Iwaszkiewicz	Oblast Vinnytsja
Maria Jasnorzewska	Sopot
Herminia Naglerowa	Brody
Maria Dabrowska	Russów
Jozef Wittlin	Dmytrów
Jan Lechon	
Marja Kuncewiczowna	Samara
Eva Szelburg Zarembina	
Michal Choromanski	
Kazimierz Wierzynski	Drohobytsj
Jozef Czechowicz	
Swiatopelk Karpinski	
Jozef Lobodowski	
St. Pietak	
Amedée Arents	
P. Keymeulen	
Era Lobet	
Lode Quasters	Lanaken
Jos de Haes	Leuven
Elisabeth Dhanens	
George Meir	
August Corbet	
E. van Uytbergen	
Ventura García Caldéron	Parijs
Michel Demedts	
Filippo Donini	
Jan L. Broeckx	Antwerpen
Paul Walkiers	
Piet Zonderzorg	
Maria Huybrechts	
José de Ceulaer	
Aster Berkhof	Rijkevorsel
A. Kriekemans	
August Vanistendael	Birtley
Louise Labé	Lyon
Lode Cantens	Antwerpen
Nic van Beeck	Turnhout
J.L. Pauwels	
Honoré van Waeyenbergh	Brussel
Jan Valvekens	Rillaar
Frank Meyland	Gent
Abel J. Coetzee	Grootfontein
Gabriela Mistral	Vicuña
René J. Seghers	Hasselt
August Vercauteren	
Joris Dedier	
Firmin van Hecke	Ertvelde
Albert de Longie	Kruishoutem
Adriaan Magerman	Zottegem
John L. Brown	
B. Boeyckens	
Emiel van Hemeldonck	Zwijndrecht
Remi van de Moortel	Petegem-Deinze
Ant. Gobert	
Marcel Brauns	Hasselt
Gerard Verbeke	Waregem
W.J. Elsman	
Reninca	Puurs
Marius F. Valkhoff	Zwolle
C.M. van den Heever	Johannesburg
Paul Van Keymeulen	Erpe-Mere
Lode Campforts	
N. Wildiers	
Pierre Berteloot	Sint-Winoksbergen
Willem van den Broeck	
Willy Peremans	Bornem
Jan van den Broeck	
W. Vanbeselaere	Zevekote
Maurice Schuyten	
Émile O.J.J.G. Lousse	
R.K.J.E. Antonissen	
Karel Vertommen	Kontich
Fr. Nooyens	
Julia Tulkens	Tienen
Betsie Hollants	
Frans van Boogaerdt	
Rosa Temmerman	
Mona van Garsse	
Pieter-Emmanuel Oyen	
Maxime Deswarte	
Frans Verstreken	
Roover de Rik	
Yrjö Kaijärvi	Juuka
Hans Reykers	
W. Everaet	
Joos Florquin	Kessel-Lo
Jos van der Steen	
Henri Schoofs	
Gaston Duribreux	Oostende
Johan van Mechelen	Mechelen
Fr. Claessens	
Margriet Baers	Antwerpen
Hubert Verwilghen	
Raymond Pouilliart	
Adolf Herckenrath	Aalst
C.J. Lannoy	
Daan Boens	Oostende
Rik Zienstra	
Jan Leyten	
Joris Taels	Antwerpen
Albert Speekaert	
Roger Ghesquiere	
Andries Poppe	Wenduine
Erik van Ruysbeek	Brussel
Herman van Snick	Antwerpen
August Govaers	
Jules Van Ackere	Heule
Willem Doevenspeck	Borgerhout
Leo Simoens	Sint-Andries
Ernst Wiechert	
Charles van Lerberghe	Gent
Maurits Bilcke	
Friedrich Rückert	
S.J. de Hoest	Amsterdam
Frank Baur	Vilvoorde
Jan Elemans	Ravenstein
Luc Debaene	Antwerpen
J.J. Mak	Rotterdam
N. Machiavelli	
S.A. Vosters	Teteringen
Paul Possemiers	Antwerpen
Karel de Busschere	Oostnieuwkerke
Jos Smeyers	Kessel-Lo
Lode Wils	Antwerpen
M. Hanot	Peer
Tirso de Molina	
Eugène van Itterbeek	Kessel-Lo
Pierre Lambrechts	Laken
Fa Claes	
Roland Jooris	Wetteren
Hedwig Speliers	Diksmuide
Luc Verbeke	Wakken
Joris Delameillieure	
Robin Hannelore	Pulle
Anthony Jansen	Goes
Ludo Simons	Turnhout
Fernand Auwera	Antwerpen
Luc Clerinx	
J. Brants	Hertogenbosch
Reginald De Schryver	Gent
Ernest Schepens	Brugge
Frans Kuipers	
Luk Adriaens	
Julien Vangansbeke	Drongen
Frans de Haes	
Paul Vanderschaeghe	
Leo Pleysier	Rijkevorsel
Jef van Gool	Horendonk (bij Essen)
J. Goossens	
Jozef Boets	Lommel
Luuk Gruwez	Kortrijk
Frans Deschoemaeker	Kortrijk
Lucienne Stassaert	Antwerpen
Aleidis Dierick	Borgerhout
Rita Ghesquiere	Menen
José Lambert	
Wilfried Adams	Leuven
Frans Depeuter	Lichtaart
Chris Coppens	
Johanna Kruit	Zoutelande
Lisette Keustermans	
Willy Balyon	Den Haag
W.F. Jonckheere	
Patricia Lasoen	Brugge
Piet van Aken	Terhagen
J.P. Heyen	
Hervé J. Casier	Brugge
Hanna Kirsten	Tielt
Dirk Verbruggen	Mechelen
Jozef de Vos	
Hendrik Carette	Brugge
Marcel Janssens	Grembergen
Philip Vermoortel	Assebroek/Brugge
Elke Brems	Leuven
Bernard Verstraete	Zwevegem
Jo Gisekin	Gent
Robert Lagrain	Wingene
Koen Vermeiren	
Mark Kinet	
Katrien Desiere	
Willem de Groot	Delft
Chris de Stoop	
G. Geerts	
Johan Corveleijn	Oostende
A.B. de Cooman	
Stefaan Evenepoel	Strijtem
Charles Ducal	Leuven
Vic Nachtergaele	
Willy Vanhaelewijn	
Jan van Coillie	Tielt
Hans de Greve	
Michelangelo	
Lieven de Cauter	
Lenze L. Bouwers	Breezand
Lionel Deflo	Menen
Bernard Dewulf	Brussel
E. Dekker	
Toine Hovens	
Ernst van Altena	Amsterdam
Paul Koeck	Boom
Eric Derluyn	Roeselare
Marleen de Crée-Roex	
Julien Vermeulen	Roeselare
Annie Verhaeghe	
Bies van Ede	Badhoevedorp
Frank Pollet	Sint-Niklaas
Jan Flamend	
Kees Vellekoop	Rotterdam
Martine de Clercq	
Luc Huyse	Heule (Kortrijk)
Mark Van Tongele	
Elisabeth Marain	Brugge
Elisabeth Leijnse	
J.L. Weverbergh	Antwerpen
Marc Reynebeau	Kalemie
Frans Berkelmans	
Anne van Herreweghen	Ninove
Luc Renders	
Koenraad Goudeseune	Ieper
Gilbert Swimberghe	Brugge
Dante Alighieri	Florence
Luk Lambrechts	
Ray Gilles	Leuven
Marcel de Smedt	
Guido De Bruyn	Asse
Philips Koninck	Amsterdam
D. Delabastita	Leuven
Jef Snauwaert	Torhout
J.J. Roest van Alkemade	Dordrecht
Piet Couttenier	
J. van Iseghem	Brugge
Gaston de Mey	Kaprijke
Maurits van Saene	Ninove
Bert Govaerts	
Joris Gerits	Vilvoorde
Jean-Luc Lambreghts	
Bart Vonck	Brugge
Jean-Paul den Haerynck	Oudenaarde
J. Hoogteijling	
Bert Bevers	
Rino Feys	
Emile Clemens	
Mark Eyskens	Leuven
Raf de Smedt	Sint-Niklaas
Jo Govaerts	Leuven
Gilbert van Hool	Antwerpen
Publius Ovidius Naso	
Steven Wilsens	Peer
Francis Bacon	Dublin
Jan Vermeer	Delft
Ian	Gent
A.F.Th. van der Heijden	Geldrop
J.J. de Rooij	Amsterdam
Greet Vandepitte	Boma
Johan Reijmerink	
Edgar Degas	Parijs
Mark Verstockt	Lokeren
Herbert van Uffelen	
J.J. Grandville	Nancy
J.C. Kannemeyer	Robertson (Kaapland)
Els Vos	Antwerpen
Bart Janssen	
Dirk Geeraerts	
Ewoud de Kat	Vlissingen
Cees Verraak	
Jutka Rona	Boedapest
Kishin Shinoyama	Tokyo
August Thiry	
Hubert de Vogelaere	Maldegem
L. Beheydt	Izegem
Hartmann von Aue	
Hilde van Sumere	Beersel
M. Februari	Coevorden
Connie Palmen	Sint-Odilienberg
Jacques De Visscher	Gent
Leo Apostel	Antwerpen
Maryse Vincken	
Charley Toorop	Katwijk
Matteo Maria Boiardo	Scandiano
Hendrik Schreuder van Draag	
Robert Lema	
J.J. Goossens	Genk
Luc Devoldere	Kortrijk
Judit Gera	
Geert van Istendael	Ukkel
Serge van Duijnhoven	Oss
Paul Verhuyck	Antwerpen
Annemiek Neefjes	
Tony Le Duc	
Johan Daenen	Brussel
Yves T'Sjoen	Oudenaarde
Giovanni Bellini	Venetië
Victor Burgin	Sheffield
Kasimierz Bendkowski	Warschau
Elma van Haren	Roosendaal
Kaat Tilley	Mechelen
Ad Zuiderent	's-Gravendeel
Carl de Keyzer	Kortrijk
K. van der Stighelen	
Anna Enquist	Amsterdam
Luk van den Dries	
Eric de Volder	Sint-Niklaas
Eva Gerlach	Amsterdam
Ludo Bekkers	Antwerpen
François Haverschmidt	Leeuwarden
Jan Baetens	
Guido van Genechten	Mol
Lieven Baeyens	Wilrijk
Kristiaan Borret	Gent
Guido Vrolix	Tongeren
Pascal Cornet	
Rudyard Kipling	Bombay
Edgar Rice Burroughs	
Dominique Goblet	Brussel
Jan van Loy	Herentals
Galileo Galilei	Pisa
James Joyce	Dublin
Robbert-Jan Henkes	Eindhoven
Erik Bindervoet	Oostzaan
Joh. de Graaff	
Ultra Violet	
Mustafa Stitou	Tetouan
Walter Verdin	
Jan Lauwereyns	
Saskia de Coster	
Lucio Fontana	Rosario di Santa Fé
Geertrui Daem	Aalst
Monica Droste	Warschau
Guy Rombouts	Geel
Bob van Laerhoven	Arendonk
Didi de Paris	Leuven
Pjeroo Roobjee	Gent
Arthur Rimbaud	Charleville
Pieter Boskma	Leeuwarden
Dianne Hagen	Eindhoven
Marlene Dumas	
Wouter Verbeylen	
Eric Vos	
Hans Groenewegen	Haamstede
Idel Ianchelevici	Leova
Georges Wildemeersch	Brugge
Jan Cox	Den Haag
Geert Buelens	Duffel
Pierre Alechinsky	Brussel
Stefan Brijs	Genk
Jan Vaerten	Turnhout
Florent Wellens	Anderlecht
Maurice D'Haese	Lede
Frans Denissen	Hoevenen
Johan Vandenbroucke	Roeselare
Karl Vissers	
Erik Vlaminck	Kapellen
F.C. Terborgh	Den Helder
Ernest Michel	Eindhoven
Louis van Loo	
Jacob Bendien	Amsterdam
J.A. Dèr Mouw	Westervoort
M.B. Frenkel	
Karel Leroux	Zaffelare
Paul Rogghé	Gent
Stefan George	
Giacomo Antonini	Venetië
C.L. Sciarone	
B. Roest Crollius	Den Haag
Aulus Persius Flaccus	Volterra
J.C. Noordstar	Groningen
Plato	Athene
Fred Batten	
Amaat Honoraat Joos	Hamme
Rudolf Escher	Amsterdam
Piet Verhoog	Amsterdam
Gerard van Gelder	Middelharnis
E.M. Uhlenbeck	
A. de Buck	Oostkapelle
Grietje Drewes	
J.G. Bomhoff	
A.E. Cohen	Rotterdam
H.J. Drossaart Lulofs	
Karel Reijnders	Heerlen
A.A. Weijnen	Fijnaart
C. de Deugd	Alblasserdam
Karel van het Reve	Amsterdam
C.J. Ruijgh	
Z.R. Dittrich	Bratislava
H. Schultink	Amsterdam
G.W. Locher	Waspik
Frederik Willem Nicolaas Hugenholtz	Rotterdam
C. Soeteman	Rotterdam
P.E. Josselin de Jong	
J.C. Opstelten	Amsterdam
T.A. Birrell	
Simon Kooyman	
F.R. Kraus	
Christiaan Hooykaas	Amersfoort
D.J. Kohlbrugge	
A.B. Breebaart	
J.C. Anceaux	
A. Chorus	
J.H. Waszink	
A. Mooij	
F. Drijkoningen	
P.H. Pott	
J. M. Welcker	
J. van der Eng	
W. van Ravesteyn	Rotterdam
J.W. de Jong	Groningen
Frank C. Maatje	
J.H. Croon	
W.J. Verdenius	Den Haag
Wiecher Zwanenburg	
Antonie Cohen	
Jan van der Veen	
P.J.H. Pijls	
A. Kibédi Varga	
F. de Tollenaere	Ronse
F.R. Noske	
P.A.M. Geurts	Horst
I.N. Bulhof-Rutgers	
H. Mol	
W.J.H. Caron	Epe
Jacob Smit	Lekkerkerk
H.P.H. Teesing	Amsterdam
G. Nuchelmans	
F. Bulhof	Den Haag
W. Drop	Vlaardingen
J.A. van Dorsten	
G.F. Bos	
A.Z. van 't Hoff Stolk-Huisman	
J.J. Wesselo	
S.G. Nooteboom	
B.N. Teensma	
Louise Statenus	
A.A. Prins	
P.H. van Laer	
W.A.M. de Vroomen	
J.M. Bremer	
Steven ten Brinke	
D.R. Jonker	
T.A. van Dijk	Naaldwijk
Raoul Van Caenegem	Gent
P. Gaeffke	Breslau
J.G. Schippers	
A.L. des Tombe	
Ronald Landheer	
W. Hogendoorn	
A. Kraak	
Co Vet	Krommenie
L. Pepplinkhuizen	
A.W.G. Eijgendaal	
Sjaak de Mey	
A. M. de Wachter-Schaerlaekens	
H.J. Brinkman	
B.P.F. Al	
Guus Extra	
J. F. P. de Smit	
W. Kaper	
G.F.H. Raat	Amsterdam
M. van de Ven	
Horst A. Steinmetz	
Gerard Kempen	
D.J.M. ten Berge	
W.C. van Unnik	Haarlem
H.A.J.F. Misset	
C. Reedijk	Rotterdam
J.G.P. Best	
Jeanette van der Valk	
A.A. Verrijn Stuart	
Ger Schmook	Antwerpen
P.G.J. van Sterkenburg	
Paul van Hauwermeiren	
Alfred G.H. Kerckhoffs	
A. Ollongren	Kepahiang
Alain Bossuyt	
Harry van der Hulst	
A. Meintema	
Teun Hoekstra	
S.J. Lenselink	Rijsoord
Paul Pelckmans	
Th. van den Hoek	
Flor Aarts	
Ariane van Santen	
J. van Marle	
W. Pijnenburg	
Quirinus Ignatius Maria Mok	Amsterdam
Erik Maten	
D. Otten	
G.J. de Haan	
Arthur Eijffinger	
P. Th. van Reenen	
Marie-Louise Montulet	
Louk Wijsen	
A. Feitsma	Brantgum
Geert Koefoed	
Jos Hoogeveen	
Charles Grivel	
A.G.H. Bachrach	Frankfurt
Françoise van Rossum-Guyon	
A.J.A. Fehr	Alkmaar
L.D. Couprie	Den Haag
Willem Adelaar	Den Haag
J.A. Dautzenberg	Bocholtz
Jan van Bakel	
J.P. Fokkelman	Jakarta
Peter Verstegen	
Marijke Loots	
P.J. Peverelli	
Julia van Gunsteren-Viersen	
Frank Berndsen	
Jan Koster	Delft
M. Uhlenbeck-Winkel	
B.J. Hoff	
V.J.J.P. van Heuven	
J. Hoftijzer	
B.P. Visser	
Geert Adriaens	
Chantal Keijsper	Zaandam
Will Derks	
Ton van Haaften	
Maarten Klein	
Wim Zonneveld	
Ria Lemaire-Mertens	
Norval S.H. Smith	
Bert Schouten	
Erica C. García	
J. Knol	
Mineke Schipper	
Arie Verhagen	
H.F.A. van der Lubbe	Den Haag
H. Hulshof	
Erica Huls	
Sophie Levie	
Bob Rigter	
N. van der Laan	Rijsoord
Arie Schippers	
Ina Schermer-Vermeer	
Arthur Kooyman	
Annechien Vink	
H. Proeme	
Lo van Driel	
Dick Schram	
Johan Kerstens	
K. de Bot	
Kees-Jan Backhuys	
Rob Wolfs	
Ben van der Have	
Päivi Schot-Saikku	
Sandro Briosi	
M.K. van Dort-Slijper	
Harry Verschuren	
Jacqueline Bel	Den Haag
Peter van Bart	
Jeannette M. Hollaar	Den Haag
Aaldrik Koops	
Johan van Benthem	
Martin Schouten	Apeldoorn
Peter V. Zima	
M.P.R. van den Broecke	
P. Schellens	
René Marres	
Theo A.J.M. Janssen	
Marijke J. van der Wal	
Mieke Trommelen	
Gert de Jager	
A. Moerdijk	
Els Elffers	
Walter Haeseryn	
Reinier Salverda	Arnhem
Maartje Süter	
A.M. Duinhoven	
W.G. Klooster	
W.H.M. Mattens	
Margreet Onrust	
U. Schuurs	
Pierre Swiggers	
Willy Vandeweghe	Brugge
S. De Vriendt	Ukkel
Els Jongeneel	
Jacomine Nortier	
Essa Reijmers	
Ralf Grüttemeier	
Hub Zwart	
Ruurd R. Nauta	
Alida Toussaint-Dekker	Doorn
Robert S. Kirsner	
Sies de Haan	
J.V. Schmöler	
B. van Heusden	
Marinel Gerritsen	
J. Lachlan Mackenzie	
Matthijs Engelberts	
Hanneke Mulder	
Alied Blom	
Alette van Doggenaar	
Wardy Poelstra	
Hans van Stralen	
Pamela Pattynama	
R.H. Baayen	
Hans Anten	
Anneke van Luxemburg-Albers	
A. Sturm	
Justine Pardoen	
G.J. Vis	Blokker
Klaus Beekman	Berlijn
Saskia van As	
Guy Janssens	
Els Weijers	
Fritz A. Ponelis	Johannesburg
Sytze Wiersma	
Frank van den Bogaard	
Ger Groot	Amsterdam
Jan Noordegraaf	
Isabel Hoving	
A. Lubotsky	
Linda Verstraten	
Henk de Berg	
J.B. Berns	
Saskia Daalder	
L.H. Hoek	
Saskia Tellegen-van Delft	
Anneke Nunn	
Ann Rigney	
Frans Ruiter	
W.W. Mijnhardt	
José Sanders	
Peter Bakema	
J.A.M. Komen	
Matthias Hüning	Gescher
Wim Honselaar	
Wilma Siccama	
Tieme van Dijk	
